model,mhc_class,condition,target,sample,ranking_score,is_best_ranked,iptm,ptm,n_chains,ptm_mhc,ptm_pep,ptm_mhcb,ptm_tcra,ptm_tcrb,cp_mhc_pep,cp_mhca_mhcb,cp_mhcb_pep,cp_mhc_tcra,cp_mhc_tcrb,cp_pep_tcra,cp_pep_tcrb,cp_mhcb_tcra,cp_mhcb_tcrb,cp_tcra_tcrb,mean_tcr_pmhc_iptm,chain_pair_iptm
protenix_v2,classI,with_msa_with_template,7q9a_pmhc_tcr,2,0.9307903051376343,False,0.9268192648887634,0.9466743469238281,4,0.9600769877433777,0.20389600098133087,,0.9438249468803406,0.9412890076637268,0.9789255261421204,,,0.9331015348434448,0.88239586353302,0.9173903465270996,0.8863828778266907,,,0.9198480248451233,0.9048176556825638,"[[0.0, 0.9789255261421204, 0.9331015348434448, 0.88239586353302], [0.9789255261421204, 0.0, 0.9173903465270996, 0.8863828778266907], [0.9331015348434448, 0.9173903465270996, 0.0, 0.9198480248451233], [0.88239586353302, 0.8863828778266907, 0.9198480248451233, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q9a_pmhc_tcr,3,0.9307475686073303,False,0.9267649054527283,0.9466782808303833,4,0.9600882530212402,0.20385001599788666,,0.943743884563446,0.9411818981170654,0.9789304733276367,,,0.933210551738739,0.8818068504333496,0.9171485900878906,0.8865759968757629,,,0.919653058052063,0.9046854972839355,"[[0.0, 0.9789304733276367, 0.933210551738739, 0.8818068504333496], [0.9789304733276367, 0.0, 0.9171485900878906, 0.8865759968757629], [0.933210551738739, 0.9171485900878906, 0.0, 0.919653058052063], [0.8818068504333496, 0.8865759968757629, 0.919653058052063, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q9a_pmhc_tcr,4,0.9307109117507935,False,0.9267633557319641,0.9465010762214661,4,0.960006833076477,0.20373132824897766,,0.9436919093132019,0.9409670233726501,0.9789401292800903,,,0.9332935214042664,0.8802673816680908,0.9172002673149109,0.8853470087051392,,,0.9188083410263062,0.9040270447731018,"[[0.0, 0.9789401292800903, 0.9332935214042664, 0.8802673816680908], [0.9789401292800903, 0.0, 0.9172002673149109, 0.8853470087051392], [0.9332935214042664, 0.9172002673149109, 0.0, 0.9188083410263062], [0.8802673816680908, 0.8853470087051392, 0.9188083410263062, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q9b_pmhc_tcr,0,0.8911582231521606,True,0.8862770795822144,0.9106824994087219,4,0.955083966255188,0.1988213211297989,,0.9355232119560242,0.9320064187049866,0.9778810739517212,,,0.8967217803001404,0.763595461845398,0.8785114288330078,0.7258309125900269,,,0.8889366984367371,0.8161648958921432,"[[0.0, 0.9778810739517212, 0.8967217803001404, 0.763595461845398], [0.9778810739517212, 0.0, 0.8785114288330078, 0.7258309125900269], [0.8967217803001404, 0.8785114288330078, 0.0, 0.8889366984367371], [0.763595461845398, 0.7258309125900269, 0.8889366984367371, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q9b_pmhc_tcr,1,0.8903736472129822,False,0.8855161666870117,0.9098035097122192,4,0.9550701379776001,0.19883953034877777,,0.9356632828712463,0.9322358965873718,0.9778149724006653,,,0.8958001732826233,0.7611069083213806,0.8771195411682129,0.7254392504692078,,,0.888792097568512,0.8148664683103561,"[[0.0, 0.9778149724006653, 0.8958001732826233, 0.7611069083213806], [0.9778149724006653, 0.0, 0.8771195411682129, 0.7254392504692078], [0.8958001732826233, 0.8771195411682129, 0.0, 0.888792097568512], [0.7611069083213806, 0.7254392504692078, 0.888792097568512, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q9b_pmhc_tcr,2,0.8902461528778076,False,0.8854748606681824,0.9093312621116638,4,0.9553295373916626,0.1991257518529892,,0.9356763958930969,0.9320275187492371,0.9780414700508118,,,0.8959699869155884,0.7584345936775208,0.877105712890625,0.7142535448074341,,,0.8896881937980652,0.811440959572792,"[[0.0, 0.9780414700508118, 0.8959699869155884, 0.7584345936775208], [0.9780414700508118, 0.0, 0.877105712890625, 0.7142535448074341], [0.8959699869155884, 0.877105712890625, 0.0, 0.8896881937980652], [0.7584345936775208, 0.7142535448074341, 0.8896881937980652, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q9b_pmhc_tcr,3,0.8901067972183228,False,0.8852677941322327,0.9094627499580383,4,0.9553797841072083,0.19916962087154388,,0.9356814026832581,0.9320939183235168,0.9779984354972839,,,0.8957006335258484,0.7592238783836365,0.8762200474739075,0.7171326875686646,,,0.8903128504753113,0.8120693117380142,"[[0.0, 0.9779984354972839, 0.8957006335258484, 0.7592238783836365], [0.9779984354972839, 0.0, 0.8762200474739075, 0.7171326875686646], [0.8957006335258484, 0.8762200474739075, 0.0, 0.8903128504753113], [0.7592238783836365, 0.7171326875686646, 0.8903128504753113, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q9b_pmhc_tcr,4,0.8898554444313049,False,0.8849944472312927,0.9092992544174194,4,0.9552304148674011,0.1989169865846634,,0.9358516335487366,0.9321951866149902,0.9778116345405579,,,0.8947049379348755,0.7599419951438904,0.8763656616210938,0.7242792248725891,,,0.8899585008621216,0.8138229548931122,"[[0.0, 0.9778116345405579, 0.8947049379348755, 0.7599419951438904], [0.9778116345405579, 0.0, 0.8763656616210938, 0.7242792248725891], [0.8947049379348755, 0.8763656616210938, 0.0, 0.8899585008621216], [0.7599419951438904, 0.7242792248725891, 0.8899585008621216, 0.0]]"
protenix_v2,classI,with_msa_with_template,7qpj_pmhc_tcr,0,0.9495148658752441,True,0.947472870349884,0.9576825499534607,4,0.9637241363525391,0.21742691099643707,,0.9591580629348755,0.9562792181968689,0.9795627593994141,,,0.9503370523452759,0.8960444331169128,0.9349954128265381,0.905536413192749,,,0.9434777498245239,0.921728327870369,"[[0.0, 0.9795627593994141, 0.9503370523452759, 0.8960444331169128], [0.9795627593994141, 0.0, 0.9349954128265381, 0.905536413192749], [0.9503370523452759, 0.9349954128265381, 0.0, 0.9434777498245239], [0.8960444331169128, 0.905536413192749, 0.9434777498245239, 0.0]]"
protenix_v2,classI,with_msa_with_template,7qpj_pmhc_tcr,1,0.9493907690048218,False,0.9473667740821838,0.9574865102767944,4,0.9636389017105103,0.2174079567193985,,0.9592306017875671,0.9563251733779907,0.9794939756393433,,,0.9500473141670227,0.8956251740455627,0.935113251209259,0.9061123728752136,,,0.943403422832489,0.9217245280742645,"[[0.0, 0.9794939756393433, 0.9500473141670227, 0.8956251740455627], [0.9794939756393433, 0.0, 0.935113251209259, 0.9061123728752136], [0.9500473141670227, 0.935113251209259, 0.0, 0.943403422832489], [0.8956251740455627, 0.9061123728752136, 0.943403422832489, 0.0]]"
protenix_v2,classI,with_msa_with_template,7qpj_pmhc_tcr,2,0.9493895173072815,False,0.9473910331726074,0.9573835134506226,4,0.9636967182159424,0.2175494134426117,,0.9592534899711609,0.9563825726509094,0.9794933795928955,,,0.9500266313552856,0.895542323589325,0.9350968599319458,0.9057086110115051,,,0.9434661865234375,0.9215936064720154,"[[0.0, 0.9794933795928955, 0.9500266313552856, 0.895542323589325], [0.9794933795928955, 0.0, 0.9350968599319458, 0.9057086110115051], [0.9500266313552856, 0.9350968599319458, 0.0, 0.9434661865234375], [0.895542323589325, 0.9057086110115051, 0.9434661865234375, 0.0]]"
protenix_v2,classI,with_msa_with_template,7qpj_pmhc_tcr,3,0.9493312239646912,False,0.9472851157188416,0.9575155973434448,4,0.963628351688385,0.2174995094537735,,0.9591017365455627,0.9563036561012268,0.9795275926589966,,,0.9500675201416016,0.8956120610237122,0.9347145557403564,0.9049265384674072,,,0.9433994293212891,0.9213301688432693,"[[0.0, 0.9795275926589966, 0.9500675201416016, 0.8956120610237122], [0.9795275926589966, 0.0, 0.9347145557403564, 0.9049265384674072], [0.9500675201416016, 0.9347145557403564, 0.0, 0.9433994293212891], [0.8956120610237122, 0.9049265384674072, 0.9433994293212891, 0.0]]"
protenix_v2,classI,with_msa_with_template,7qpj_pmhc_tcr,4,0.9492438435554504,False,0.9472252130508423,0.9573183059692383,4,0.9635877013206482,0.2174214869737625,,0.9590905904769897,0.9563101530075073,0.9794660210609436,,,0.94981449842453,0.8956903219223022,0.9348362684249878,0.9057772755622864,,,0.9432424306869507,0.9215295910835266,"[[0.0, 0.9794660210609436, 0.94981449842453, 0.8956903219223022], [0.9794660210609436, 0.0, 0.9348362684249878, 0.9057772755622864], [0.94981449842453, 0.9348362684249878, 0.0, 0.9432424306869507], [0.8956903219223022, 0.9057772755622864, 0.9432424306869507, 0.0]]"
protenix_v2,classI,with_msa_with_template,7r80_pmhc_tcr,0,0.6081174612045288,True,0.5936510562896729,0.6659829616546631,4,0.9550599455833435,0.16335780918598175,,0.9303992390632629,0.9422874450683594,0.9597859978675842,,,0.28663259744644165,0.3209872543811798,0.27957072854042053,0.3299492597579956,,,0.8631389737129211,0.3042849600315094,"[[0.0, 0.9597859978675842, 0.28663259744644165, 0.3209872543811798], [0.9597859978675842, 0.0, 0.27957072854042053, 0.3299492597579956], [0.28663259744644165, 0.27957072854042053, 0.0, 0.8631389737129211], [0.3209872543811798, 0.3299492597579956, 0.8631389737129211, 0.0]]"
protenix_v2,classI,with_msa_with_template,7r80_pmhc_tcr,1,0.6060805916786194,False,0.5918785333633423,0.6628888249397278,4,0.9550383687019348,0.16339460015296936,,0.9304594993591309,0.9421707987785339,0.9596846103668213,,,0.2846561372280121,0.3169262111186981,0.2743927240371704,0.32187774777412415,,,0.8629822134971619,0.2994632050395012,"[[0.0, 0.9596846103668213, 0.2846561372280121, 0.3169262111186981], [0.9596846103668213, 0.0, 0.2743927240371704, 0.32187774777412415], [0.2846561372280121, 0.2743927240371704, 0.0, 0.8629822134971619], [0.3169262111186981, 0.32187774777412415, 0.8629822134971619, 0.0]]"
protenix_v2,classI,with_msa_with_template,7r80_pmhc_tcr,2,0.6043494343757629,False,0.5894854068756104,0.6638054251670837,4,0.9549832344055176,0.16351722180843353,,0.930644154548645,0.9421712160110474,0.9595696926116943,,,0.27980566024780273,0.3178218603134155,0.26891911029815674,0.32532998919487,,,0.8629140257835388,0.29796915501356125,"[[0.0, 0.9595696926116943, 0.27980566024780273, 0.3178218603134155], [0.9595696926116943, 0.0, 0.26891911029815674, 0.32532998919487], [0.27980566024780273, 0.26891911029815674, 0.0, 0.8629140257835388], [0.3178218603134155, 0.32532998919487, 0.8629140257835388, 0.0]]"
protenix_v2,classI,with_msa_with_template,7r80_pmhc_tcr,3,0.6001937985420227,False,0.5850199460983276,0.6608891487121582,4,0.9550749659538269,0.16384468972682953,,0.930590033531189,0.9420013427734375,0.9599124193191528,,,0.26634499430656433,0.3123216927051544,0.2561269998550415,0.31953495740890503,,,0.8628897666931152,0.2885821610689163,"[[0.0, 0.9599124193191528, 0.26634499430656433, 0.3123216927051544], [0.9599124193191528, 0.0, 0.2561269998550415, 0.31953495740890503], [0.26634499430656433, 0.2561269998550415, 0.0, 0.8628897666931152], [0.3123216927051544, 0.31953495740890503, 0.8628897666931152, 0.0]]"
protenix_v2,classI,with_msa_with_template,7r80_pmhc_tcr,4,0.5660185813903809,False,0.5490710735321045,0.633808434009552,4,0.9548351764678955,0.16418276727199554,,0.930558979511261,0.9423465728759766,0.9591829776763916,,,0.2177918255329132,0.27491363883018494,0.1694391518831253,0.23246152698993683,,,0.8624692559242249,0.22365153580904007,"[[0.0, 0.9591829776763916, 0.2177918255329132, 0.27491363883018494], [0.9591829776763916, 0.0, 0.1694391518831253, 0.23246152698993683], [0.2177918255329132, 0.1694391518831253, 0.0, 0.8624692559242249], [0.27491363883018494, 0.23246152698993683, 0.8624692559242249, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rk7_pmhc_tcr,0,0.8364269733428955,True,0.8280012607574463,0.8701298832893372,4,0.9557053446769714,0.1775294542312622,,0.9134538173675537,0.9100725650787354,0.96805739402771,,,0.8379086256027222,0.6818937063217163,0.8214306831359863,0.5846466422080994,,,0.8462185859680176,0.731469914317131,"[[0.0, 0.96805739402771, 0.8379086256027222, 0.6818937063217163], [0.96805739402771, 0.0, 0.8214306831359863, 0.5846466422080994], [0.8379086256027222, 0.8214306831359863, 0.0, 0.8462185859680176], [0.6818937063217163, 0.5846466422080994, 0.8462185859680176, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rk7_pmhc_tcr,1,0.8354199528694153,False,0.8274345993995667,0.8673614263534546,4,0.9555119276046753,0.1773962676525116,,0.9137502908706665,0.9101916551589966,0.968318521976471,,,0.8375281691551208,0.6750748753547668,0.8188741207122803,0.5746574401855469,,,0.8495403528213501,0.7265336513519287,"[[0.0, 0.968318521976471, 0.8375281691551208, 0.6750748753547668], [0.968318521976471, 0.0, 0.8188741207122803, 0.5746574401855469], [0.8375281691551208, 0.8188741207122803, 0.0, 0.8495403528213501], [0.6750748753547668, 0.5746574401855469, 0.8495403528213501, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rk7_pmhc_tcr,2,0.8345353603363037,False,0.8265464305877686,0.8664908409118652,4,0.9553917646408081,0.17735478281974792,,0.9134317636489868,0.910815954208374,0.9679402112960815,,,0.8353789448738098,0.6732851266860962,0.8174492120742798,0.5730243921279907,,,0.848339319229126,0.7247844189405441,"[[0.0, 0.9679402112960815, 0.8353789448738098, 0.6732851266860962], [0.9679402112960815, 0.0, 0.8174492120742798, 0.5730243921279907], [0.8353789448738098, 0.8174492120742798, 0.0, 0.848339319229126], [0.6732851266860962, 0.5730243921279907, 0.848339319229126, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rk7_pmhc_tcr,3,0.8327594995498657,False,0.824634850025177,0.8652577996253967,4,0.9553996920585632,0.17661558091640472,,0.9132267236709595,0.9093960523605347,0.9676433205604553,,,0.8355196118354797,0.6696084141731262,0.8139028549194336,0.5538043975830078,,,0.8473578095436096,0.7182088196277618,"[[0.0, 0.9676433205604553, 0.8355196118354797, 0.6696084141731262], [0.9676433205604553, 0.0, 0.8139028549194336, 0.5538043975830078], [0.8355196118354797, 0.8139028549194336, 0.0, 0.8473578095436096], [0.6696084141731262, 0.5538043975830078, 0.8473578095436096, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rk7_pmhc_tcr,4,0.831781268119812,False,0.8234692811965942,0.8650290966033936,4,0.9553626775741577,0.1764301210641861,,0.9131292104721069,0.9096216559410095,0.9676433205604553,,,0.8343309760093689,0.6701036691665649,0.8116694688796997,0.5560275912284851,,,0.8477215766906738,0.7180329263210297,"[[0.0, 0.9676433205604553, 0.8343309760093689, 0.6701036691665649], [0.9676433205604553, 0.0, 0.8116694688796997, 0.5560275912284851], [0.8343309760093689, 0.8116694688796997, 0.0, 0.8477215766906738], [0.6701036691665649, 0.5560275912284851, 0.8477215766906738, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rm4_pmhc_tcr,0,0.6378315091133118,True,0.6188521981239319,0.7137488722801208,4,0.9502049684524536,0.18596169352531433,,0.9484902024269104,0.9199813008308411,0.9601354598999023,,,0.40994271636009216,0.38428425788879395,0.3304295539855957,0.2887691557407379,,,0.900092601776123,0.35335642099380493,"[[0.0, 0.9601354598999023, 0.40994271636009216, 0.38428425788879395], [0.9601354598999023, 0.0, 0.3304295539855957, 0.2887691557407379], [0.40994271636009216, 0.3304295539855957, 0.0, 0.900092601776123], [0.38428425788879395, 0.2887691557407379, 0.900092601776123, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rm4_pmhc_tcr,1,0.6348235607147217,False,0.6156013011932373,0.7117125391960144,4,0.9502249956130981,0.18600590527057648,,0.9482908844947815,0.9198893904685974,0.9601390361785889,,,0.40473926067352295,0.3738929331302643,0.3255498707294464,0.27801981568336487,,,0.9001705050468445,0.3455504700541496,"[[0.0, 0.9601390361785889, 0.40473926067352295, 0.3738929331302643], [0.9601390361785889, 0.0, 0.3255498707294464, 0.27801981568336487], [0.40473926067352295, 0.3255498707294464, 0.0, 0.9001705050468445], [0.3738929331302643, 0.27801981568336487, 0.9001705050468445, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rm4_pmhc_tcr,2,0.6317614912986755,False,0.6123545169830322,0.7093892097473145,4,0.9502037167549133,0.18597762286663055,,0.9483962059020996,0.920210599899292,0.9600180387496948,,,0.3998771011829376,0.36694779992103577,0.32155999541282654,0.27260729670524597,,,0.8994916677474976,0.3402480483055115,"[[0.0, 0.9600180387496948, 0.3998771011829376, 0.36694779992103577], [0.9600180387496948, 0.0, 0.32155999541282654, 0.27260729670524597], [0.3998771011829376, 0.32155999541282654, 0.0, 0.8994916677474976], [0.36694779992103577, 0.27260729670524597, 0.8994916677474976, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rm4_pmhc_tcr,3,0.562502384185791,False,0.5404245853424072,0.6508135795593262,4,0.9504647850990295,0.18417300283908844,,0.9488146901130676,0.9202170372009277,0.9602150321006775,,,0.27451688051223755,0.24420791864395142,0.2544340193271637,0.21512359380722046,,,0.8987749814987183,0.24707060307264328,"[[0.0, 0.9602150321006775, 0.27451688051223755, 0.24420791864395142], [0.9602150321006775, 0.0, 0.2544340193271637, 0.21512359380722046], [0.27451688051223755, 0.2544340193271637, 0.0, 0.8987749814987183], [0.24420791864395142, 0.21512359380722046, 0.8987749814987183, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rm4_pmhc_tcr,4,0.5604042410850525,False,0.5372069478034973,0.6531934142112732,4,0.950325608253479,0.18458110094070435,,0.9487937092781067,0.9204973578453064,0.9599950313568115,,,0.2784014046192169,0.24566905200481415,0.2558774948120117,0.21527177095413208,,,0.8989449739456177,0.24880493059754372,"[[0.0, 0.9599950313568115, 0.2784014046192169, 0.24566905200481415], [0.9599950313568115, 0.0, 0.2558774948120117, 0.21527177095413208], [0.2784014046192169, 0.2558774948120117, 0.0, 0.8989449739456177], [0.24566905200481415, 0.21527177095413208, 0.8989449739456177, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rrg_pmhc_tcr,0,0.628362238407135,True,0.6088751554489136,0.7063105702400208,4,0.9540677070617676,0.15867900848388672,,0.9238119125366211,0.9582738280296326,0.9508135914802551,,,0.3917701244354248,0.39013898372650146,0.2764732241630554,0.2834984064102173,,,0.915301501750946,0.33547018468379974,"[[0.0, 0.9508135914802551, 0.3917701244354248, 0.39013898372650146], [0.9508135914802551, 0.0, 0.2764732241630554, 0.2834984064102173], [0.3917701244354248, 0.2764732241630554, 0.0, 0.915301501750946], [0.39013898372650146, 0.2834984064102173, 0.915301501750946, 0.0]]"
protenix_v2,classI,with_msa_with_template,7rrg_pmhc_tcr,1,0.6274945735931396,False,0.607959508895874,0.7056349515914917,4,0.9541397094726562,0.158869206905365,,0.923466145992279,0.9577934741973877,0.9513367414474487,,,0.39949771761894226,0.38904449343681335,0.2769564390182495,0.2800520360469818,,,0.9155636429786682,0.33638767153024673,"[[0.0, 0.9513367414474487, 0.39949771761894226, 0.38904449343681335], [0.9513367414474487, 0.0, 0.2769564390182495, 0.2800520360469818], [0.39949771761894226, 0.2769564390182495, 0.0, 0.9155636429786682], [0.38904449343681335, 0.2800520360469818, 0.9155636429786682, 0.0]]"
