pdb	model	condition	rank	status	dock_pred	dock_native	dock_err	inc_pred	inc_native	inc_err
6zkw	protenix_v2	msa	ranked_1	OK	48.29	57.14	8.86	18.06	18.99	0.93
6zkx	protenix_v2	msa	ranked_1	OK	54.24	54.69	0.45	13.98	13.69	0.30
6zky	protenix_v2	msa	ranked_1	OK	58.96	56.78	2.18	12.81	18.99	6.18
6zkz	protenix_v2	msa	ranked_1	OK	42.70	56.52	13.82	11.09	18.02	6.93
7dzm	protenix_v2	msa	ranked_1	OK	48.06	45.42	2.64	10.71	10.35	0.36
7dzn	protenix_v2	msa	ranked_1	OK	154.62	44.85	109.77	2.33	10.90	8.57
7l1d	protenix_v2	msa	ranked_1	OK	101.45	47.41	54.04	137.41	3.49	133.92
7n2n	protenix_v2	msa	ranked_1	OK	39.68	20.52	19.15	23.00	5.13	17.86
7n2o	protenix_v2	msa	ranked_1	OK	13.53	20.11	6.58	4.08	12.74	8.67
7n2p	protenix_v2	msa	ranked_1	OK	33.33	21.92	11.41	11.46	9.18	2.29
7n2q	protenix_v2	msa	ranked_1	OK	13.91	21.13	7.23	4.68	9.24	4.56
7n2r	protenix_v2	msa	ranked_1	OK	25.61	21.24	4.37	2.46	8.70	6.24
7n2s	protenix_v2	msa	ranked_1	OK	28.21	21.39	6.82	28.51	5.07	23.43
7n4k	protenix_v2	msa	ranked_1	OK	48.80	41.23	7.56	18.37	16.00	2.37
7n5c	protenix_v2	msa	ranked_1	OK	34.31	43.40	9.09	17.33	18.17	0.84
7n5p	protenix_v2	msa	ranked_1	OK	48.44	41.20	7.25	18.73	16.18	2.55
7na5	protenix_v2	msa	ranked_1	OK	46.04	58.96	12.92	3.71	14.97	11.26
7ndq	protenix_v2	msa	ranked_1	OK	73.23	76.89	3.66	18.73	19.03	0.29
7ndt	protenix_v2	msa	ranked_1	OK	33.42	33.86	0.44	5.20	7.29	2.08
7ndu	protenix_v2	msa	ranked_1	OK	77.52	76.62	0.90	20.25	20.08	0.17
7nme	protenix_v2	msa	ranked_1	OK	50.36	35.91	14.45	2.81	8.79	5.98
7nmf	protenix_v2	msa	ranked_1	OK	50.37	35.95	14.42	2.75	8.90	6.15
7nmg	protenix_v2	msa	ranked_1	OK	52.96	34.94	18.02	1.04	7.72	6.68
7ow5	protenix_v2	msa	ranked_1	OK	42.73	46.04	3.31	4.79	8.56	3.77
7ow6	protenix_v2	msa	ranked_1	OK	48.61	48.16	0.45	7.50	8.38	0.88
7pb2	protenix_v2	msa	ranked_1	OK	43.90	41.61	2.29	17.35	9.07	8.28
7pbe	protenix_v2	msa	ranked_1	OK	55.03	51.66	3.38	1.52	2.25	0.73
7phr	protenix_v2	msa	ranked_1	OK	36.45	42.98	6.53	7.13	5.35	1.78
7q99	protenix_v2	msa	ranked_1	OK	43.50	45.58	2.09	3.54	7.05	3.51
7q9a	protenix_v2	msa	ranked_1	OK	44.85	47.58	2.72	5.06	9.68	4.62
7q9b	protenix_v2	msa	ranked_1	OK	33.27	46.49	13.21	4.48	8.38	3.90
7qpj	protenix_v2	msa	ranked_1	OK	31.26	31.58	0.32	10.06	10.81	0.76
7r80	protenix_v2	msa	ranked_1	OK	159.22	17.50	141.71	8.57	11.89	3.32
7rk7	protenix_v2	msa	ranked_1	OK	78.36	80.75	2.39	10.90	16.46	5.56
7rm4	protenix_v2	msa	ranked_1	OK	15.12	35.33	20.21	166.10	18.89	147.21
7rrg	protenix_v2	msa	ranked_1	OK	71.50	73.79	2.29	12.48	12.05	0.43
7rtr	protenix_v2	msa	ranked_1	OK	50.56	42.24	8.31	4.44	3.53	0.91
7su9	protenix_v2	msa	ranked_1	OK	20.82	13.42	7.39	17.49	9.17	8.32
8cx4	protenix_v2	msa	ranked_1	OK	18.66	20.06	1.40	6.21	8.65	2.44
8d5q	protenix_v2	msa	ranked_1	OK	27.98	31.15	3.17	8.38	9.43	1.06
8dnt	protenix_v2	msa	ranked_1	OK	37.71	31.40	6.31	8.06	3.64	4.41
8en8	protenix_v2	msa	ranked_1	OK	39.52	41.37	1.84	23.22	21.57	1.66
8enh	protenix_v2	msa	ranked_1	OK	39.96	37.82	2.14	25.87	19.96	5.91
8eo8	protenix_v2	msa	ranked_1	OK	40.17	38.49	1.68	25.42	21.40	4.02
8f5a	protenix_v2	msa	ranked_1	OK	32.81	49.88	17.06	8.61	6.53	2.08
8gom	protenix_v2	msa	ranked_1	OK	97.92	39.06	58.85	127.52	15.79	111.73
8gon	protenix_v2	msa	ranked_1	OK	147.99	38.47	109.51	4.02	13.44	9.42
8gvb	protenix_v2	msa	ranked_1	OK	55.40	54.52	0.89	16.97	19.12	2.15
8gvg	protenix_v2	msa	ranked_1	OK	57.21	55.07	2.14	17.31	20.08	2.77
8gvi	protenix_v2	msa	ranked_1	OK	61.08	55.10	5.98	15.09	20.62	5.54
8i5c	protenix_v2	msa	ranked_1	OK	44.49	47.69	3.20	8.00	7.33	0.67
8i5d	protenix_v2	msa	ranked_1	OK	34.19	44.46	10.27	12.10	11.72	0.38
8qfy	protenix_v2	msa	ranked_1	OK	82.43	78.46	3.97	18.82	18.22	0.60
8shi	protenix_v2	msa	ranked_1	OK	26.04	20.26	5.78	21.43	18.76	2.68
8wte	protenix_v2	msa	ranked_1	OK	37.92	64.06	26.14	4.56	4.45	0.11
8wul	protenix_v2	msa	ranked_1	OK	170.99	64.44	106.56	152.60	2.45	150.15
6zkw	protenix_v2	msa	ranked_2	OK	47.92	57.14	9.22	18.07	18.99	0.93
6zkx	protenix_v2	msa	ranked_2	OK	51.70	54.69	2.98	14.03	13.69	0.35
6zky	protenix_v2	msa	ranked_2	OK	57.48	56.78	0.70	13.25	18.99	5.74
6zkz	protenix_v2	msa	ranked_2	OK	47.55	56.52	8.97	12.63	18.02	5.40
7dzm	protenix_v2	msa	ranked_2	OK	50.50	45.42	5.07	10.10	10.35	0.25
7dzn	protenix_v2	msa	ranked_2	OK	154.06	44.85	109.20	2.90	10.90	8.00
7l1d	protenix_v2	msa	ranked_2	OK	97.24	47.41	49.83	136.11	3.49	132.62
7n2n	protenix_v2	msa	ranked_2	OK	82.17	20.52	61.64	129.41	5.13	124.27
7n2o	protenix_v2	msa	ranked_2	OK	14.14	20.11	5.98	4.91	12.74	7.83
7n2p	protenix_v2	msa	ranked_2	OK	36.21	21.92	14.29	9.71	9.18	0.53
7n2q	protenix_v2	msa	ranked_2	OK	20.88	21.13	0.25	4.44	9.24	4.79
7n2r	protenix_v2	msa	ranked_2	OK	24.68	21.24	3.45	5.96	8.70	2.74
7n2s	protenix_v2	msa	ranked_2	OK	26.88	21.39	5.49	23.78	5.07	18.71
7n4k	protenix_v2	msa	ranked_2	OK	46.05	41.23	4.81	17.96	16.00	1.95
7n5c	protenix_v2	msa	ranked_2	OK	38.64	43.40	4.76	16.71	18.17	1.46
7n5p	protenix_v2	msa	ranked_2	OK	46.56	41.20	5.37	20.94	16.18	4.76
7na5	protenix_v2	msa	ranked_2	OK	40.81	58.96	18.15	6.60	14.97	8.37
7ndq	protenix_v2	msa	ranked_2	OK	72.81	76.89	4.09	17.22	19.03	1.81
7ndt	protenix_v2	msa	ranked_2	OK	31.16	33.86	2.70	5.95	7.29	1.34
7ndu	protenix_v2	msa	ranked_2	OK	77.84	76.62	1.22	20.05	20.08	0.03
7nme	protenix_v2	msa	ranked_2	OK	46.46	35.91	10.54	3.24	8.79	5.55
7nmf	protenix_v2	msa	ranked_2	OK	46.64	35.95	10.69	2.92	8.90	5.98
7nmg	protenix_v2	msa	ranked_2	OK	54.44	34.94	19.49	3.92	7.72	3.80
7ow5	protenix_v2	msa	ranked_2	OK	41.13	46.04	4.91	7.76	8.56	0.80
7ow6	protenix_v2	msa	ranked_2	OK	46.15	48.16	2.01	9.94	8.38	1.56
7pb2	protenix_v2	msa	ranked_2	OK	48.01	41.61	6.40	20.11	9.07	11.04
7pbe	protenix_v2	msa	ranked_2	OK	56.10	51.66	4.44	0.41	2.25	1.85
7phr	protenix_v2	msa	ranked_2	OK	37.14	42.98	5.84	5.96	5.35	0.60
7q99	protenix_v2	msa	ranked_2	OK	40.76	45.58	4.82	2.18	7.05	4.87
7q9a	protenix_v2	msa	ranked_2	OK	45.61	47.58	1.96	3.63	9.68	6.05
7q9b	protenix_v2	msa	ranked_2	OK	33.07	46.49	13.42	2.27	8.38	6.11
7qpj	protenix_v2	msa	ranked_2	OK	30.48	31.58	1.10	10.16	10.81	0.65
7r80	protenix_v2	msa	ranked_2	OK	158.40	17.50	140.90	8.51	11.89	3.39
7rk7	protenix_v2	msa	ranked_2	OK	80.07	80.75	0.68	7.54	16.46	8.92
7rm4	protenix_v2	msa	ranked_2	OK	13.61	35.33	21.72	160.84	18.89	141.95
7rrg	protenix_v2	msa	ranked_2	OK	69.97	73.79	3.83	13.12	12.05	1.07
7rtr	protenix_v2	msa	ranked_2	OK	49.78	42.24	7.54	5.89	3.53	2.37
7su9	protenix_v2	msa	ranked_2	OK	15.45	13.42	2.02	16.24	9.17	7.07
8cx4	protenix_v2	msa	ranked_2	OK	18.22	20.06	1.84	5.75	8.65	2.89
8d5q	protenix_v2	msa	ranked_2	OK	27.63	31.15	3.53	11.49	9.43	2.06
8dnt	protenix_v2	msa	ranked_2	OK	37.98	31.40	6.58	8.65	3.64	5.00
8en8	protenix_v2	msa	ranked_2	OK	39.58	41.37	1.79	24.30	21.57	2.73
8enh	protenix_v2	msa	ranked_2	OK	40.14	37.82	2.33	24.92	19.96	4.96
8eo8	protenix_v2	msa	ranked_2	OK	39.05	38.49	0.56	25.34	21.40	3.93
8f5a	protenix_v2	msa	ranked_2	OK	33.37	49.88	16.51	6.72	6.53	0.19
8gom	protenix_v2	msa	ranked_2	OK	98.97	39.06	59.91	127.39	15.79	111.60
8gon	protenix_v2	msa	ranked_2	OK	100.08	38.47	61.61	128.30	13.44	114.86
8gvb	protenix_v2	msa	ranked_2	OK	54.59	54.52	0.08	16.32	19.12	2.80
8gvg	protenix_v2	msa	ranked_2	OK	59.48	55.07	4.40	17.44	20.08	2.64
8gvi	protenix_v2	msa	ranked_2	OK	61.43	55.10	6.33	15.46	20.62	5.17
8i5c	protenix_v2	msa	ranked_2	OK	44.31	47.69	3.37	7.57	7.33	0.24
8i5d	protenix_v2	msa	ranked_2	OK	33.05	44.46	11.41	14.41	11.72	2.70
8qfy	protenix_v2	msa	ranked_2	OK	81.60	78.46	3.14	17.15	18.22	1.08
8shi	protenix_v2	msa	ranked_2	OK	30.62	20.26	10.35	0.64	18.76	18.12
8wte	protenix_v2	msa	ranked_2	OK	40.75	64.06	23.31	8.37	4.45	3.92
8wul	protenix_v2	msa	ranked_2	OK	169.51	64.44	105.07	152.42	2.45	149.97
6zkw	protenix_v2	msa	ranked_3	OK	51.18	57.14	5.96	16.85	18.99	2.14
6zkx	protenix_v2	msa	ranked_3	OK	56.80	54.69	2.12	12.73	13.69	0.95
6zky	protenix_v2	msa	ranked_3	OK	60.53	56.78	3.75	12.53	18.99	6.47
6zkz	protenix_v2	msa	ranked_3	OK	46.88	56.52	9.64	12.75	18.02	5.27
7dzm	protenix_v2	msa	ranked_3	OK	49.67	45.42	4.24	12.36	10.35	2.01
7dzn	protenix_v2	msa	ranked_3	OK	151.43	44.85	106.58	1.86	10.90	9.05
7l1d	protenix_v2	msa	ranked_3	OK	53.18	47.41	5.77	28.10	3.49	24.61
7n2n	protenix_v2	msa	ranked_3	OK	84.04	20.52	63.52	134.85	5.13	129.72
7n2o	protenix_v2	msa	ranked_3	OK	11.74	20.11	8.37	6.85	12.74	5.90
7n2p	protenix_v2	msa	ranked_3	OK	33.62	21.92	11.69	11.82	9.18	2.64
7n2q	protenix_v2	msa	ranked_3	OK	22.51	21.13	1.38	8.04	9.24	1.20
7n2r	protenix_v2	msa	ranked_3	OK	19.13	21.24	2.11	4.83	8.70	3.87
7n2s	protenix_v2	msa	ranked_3	OK	29.27	21.39	7.87	26.93	5.07	21.85
7n4k	protenix_v2	msa	ranked_3	OK	46.15	41.23	4.91	19.44	16.00	3.43
7n5c	protenix_v2	msa	ranked_3	OK	39.68	43.40	3.72	16.98	18.17	1.19
7n5p	protenix_v2	msa	ranked_3	OK	44.08	41.20	2.88	19.15	16.18	2.97
7na5	protenix_v2	msa	ranked_3	OK	48.04	58.96	10.93	4.33	14.97	10.64
7ndq	protenix_v2	msa	ranked_3	OK	73.52	76.89	3.37	19.16	19.03	0.13
7ndt	protenix_v2	msa	ranked_3	OK	29.85	33.86	4.01	5.34	7.29	1.95
7ndu	protenix_v2	msa	ranked_3	OK	77.68	76.62	1.06	21.92	20.08	1.84
7nme	protenix_v2	msa	ranked_3	OK	53.75	35.91	17.84	0.71	8.79	8.08
7nmf	protenix_v2	msa	ranked_3	OK	53.58	35.95	17.63	0.63	8.90	8.28
7nmg	protenix_v2	msa	ranked_3	OK	45.13	34.94	10.19	8.09	7.72	0.37
7ow5	protenix_v2	msa	ranked_3	OK	146.42	46.04	100.38	43.24	8.56	34.68
7ow6	protenix_v2	msa	ranked_3	OK	49.92	48.16	1.76	3.44	8.38	4.94
7pb2	protenix_v2	msa	ranked_3	OK	48.62	41.61	7.01	18.85	9.07	9.79
7pbe	protenix_v2	msa	ranked_3	OK	56.63	51.66	4.97	1.06	2.25	1.20
7phr	protenix_v2	msa	ranked_3	OK	36.48	42.98	6.50	6.03	5.35	0.68
7q99	protenix_v2	msa	ranked_3	OK	45.34	45.58	0.25	3.98	7.05	3.08
7q9a	protenix_v2	msa	ranked_3	OK	43.08	47.58	4.50	3.15	9.68	6.53
7q9b	protenix_v2	msa	ranked_3	OK	30.69	46.49	15.80	3.45	8.38	4.93
7qpj	protenix_v2	msa	ranked_3	OK	30.31	31.58	1.27	9.87	10.81	0.95
7r80	protenix_v2	msa	ranked_3	OK	26.99	17.50	9.49	23.42	11.89	11.53
7rk7	protenix_v2	msa	ranked_3	OK	79.85	80.75	0.90	8.18	16.46	8.28
7rm4	protenix_v2	msa	ranked_3	OK	45.36	35.33	10.03	14.79	18.89	4.10
7rrg	protenix_v2	msa	ranked_3	OK	79.68	73.79	5.89	13.67	12.05	1.62
7rtr	protenix_v2	msa	ranked_3	OK	45.52	42.24	3.27	8.55	3.53	5.03
7su9	protenix_v2	msa	ranked_3	OK	16.81	13.42	3.39	12.96	9.17	3.79
8cx4	protenix_v2	msa	ranked_3	OK	16.98	20.06	3.08	7.17	8.65	1.48
8d5q	protenix_v2	msa	ranked_3	OK	29.72	31.15	1.44	12.26	9.43	2.83
8dnt	protenix_v2	msa	ranked_3	OK	37.77	31.40	6.36	8.86	3.64	5.22
8en8	protenix_v2	msa	ranked_3	OK	40.99	41.37	0.37	24.20	21.57	2.64
8enh	protenix_v2	msa	ranked_3	OK	38.87	37.82	1.06	25.76	19.96	5.80
8eo8	protenix_v2	msa	ranked_3	OK	40.12	38.49	1.63	22.97	21.40	1.56
8f5a	protenix_v2	msa	ranked_3	OK	49.33	49.88	0.54	2.91	6.53	3.62
8gom	protenix_v2	msa	ranked_3	OK	68.13	39.06	29.07	158.22	15.79	142.43
8gon	protenix_v2	msa	ranked_3	OK	97.57	38.47	59.10	125.33	13.44	111.89
8gvb	protenix_v2	msa	ranked_3	OK	54.20	54.52	0.32	15.31	19.12	3.81
8gvg	protenix_v2	msa	ranked_3	OK	58.20	55.07	3.12	17.34	20.08	2.74
8gvi	protenix_v2	msa	ranked_3	OK	60.95	55.10	5.84	16.43	20.62	4.20
8i5c	protenix_v2	msa	ranked_3	OK	43.34	47.69	4.35	11.82	7.33	4.49
8i5d	protenix_v2	msa	ranked_3	OK	45.44	44.46	0.98	8.70	11.72	3.01
8qfy	protenix_v2	msa	ranked_3	OK	81.61	78.46	3.15	17.69	18.22	0.53
8shi	protenix_v2	msa	ranked_3	OK	31.80	20.26	11.54	28.05	18.76	9.29
8wte	protenix_v2	msa	ranked_3	OK	37.50	64.06	26.56	17.64	4.45	13.18
8wul	protenix_v2	msa	ranked_3	OK	167.90	64.44	103.46	150.53	2.45	148.08
6zkw	protenix_v2	msa	ranked_4	OK	48.45	57.14	8.69	16.22	18.99	2.77
6zkx	protenix_v2	msa	ranked_4	OK	51.27	54.69	3.41	13.33	13.69	0.35
6zky	protenix_v2	msa	ranked_4	OK	62.12	56.78	5.34	10.39	18.99	8.60
6zkz	protenix_v2	msa	ranked_4	OK	42.06	56.52	14.46	10.98	18.02	7.04
7dzm	protenix_v2	msa	ranked_4	OK	49.87	45.42	4.45	10.77	10.35	0.42
7dzn	protenix_v2	msa	ranked_4	OK	151.90	44.85	107.05	2.59	10.90	8.31
7l1d	protenix_v2	msa	ranked_4	OK	57.09	47.41	9.68	29.99	3.49	26.50
7n2n	protenix_v2	msa	ranked_4	OK	84.26	20.52	63.74	134.56	5.13	129.43
7n2o	protenix_v2	msa	ranked_4	OK	16.03	20.11	4.08	8.49	12.74	4.25
7n2p	protenix_v2	msa	ranked_4	OK	31.19	21.92	9.27	9.05	9.18	0.13
7n2q	protenix_v2	msa	ranked_4	OK	18.60	21.13	2.53	4.13	9.24	5.10
7n2r	protenix_v2	msa	ranked_4	OK	16.56	21.24	4.67	7.94	8.70	0.75
7n2s	protenix_v2	msa	ranked_4	OK	42.57	21.39	21.18	4.70	5.07	0.38
7n4k	protenix_v2	msa	ranked_4	OK	47.08	41.23	5.84	19.61	16.00	3.61
7n5c	protenix_v2	msa	ranked_4	OK	39.51	43.40	3.89	16.27	18.17	1.90
7n5p	protenix_v2	msa	ranked_4	OK	46.93	41.20	5.73	20.09	16.18	3.91
7na5	protenix_v2	msa	ranked_4	OK	51.91	58.96	7.06	7.85	14.97	7.12
7ndq	protenix_v2	msa	ranked_4	OK	73.09	76.89	3.80	19.46	19.03	0.43
7ndt	protenix_v2	msa	ranked_4	OK	31.43	33.86	2.43	7.80	7.29	0.51
7ndu	protenix_v2	msa	ranked_4	OK	77.90	76.62	1.29	20.67	20.08	0.60
7nme	protenix_v2	msa	ranked_4	OK	46.88	35.91	10.97	6.72	8.79	2.07
7nmf	protenix_v2	msa	ranked_4	OK	47.23	35.95	11.28	6.33	8.90	2.57
7nmg	protenix_v2	msa	ranked_4	OK	43.38	34.94	8.44	2.93	7.72	4.79
7ow5	protenix_v2	msa	ranked_4	OK	56.58	46.04	10.54	161.92	8.56	153.36
7ow6	protenix_v2	msa	ranked_4	OK	46.86	48.16	1.30	5.41	8.38	2.96
7pb2	protenix_v2	msa	ranked_4	OK	41.75	41.61	0.13	20.45	9.07	11.39
7pbe	protenix_v2	msa	ranked_4	OK	56.39	51.66	4.73	0.90	2.25	1.35
7phr	protenix_v2	msa	ranked_4	OK	36.85	42.98	6.13	6.31	5.35	0.96
7q99	protenix_v2	msa	ranked_4	OK	45.04	45.58	0.54	3.41	7.05	3.65
7q9a	protenix_v2	msa	ranked_4	OK	41.17	47.58	6.41	3.30	9.68	6.38
7q9b	protenix_v2	msa	ranked_4	OK	34.53	46.49	11.96	3.29	8.38	5.08
7qpj	protenix_v2	msa	ranked_4	OK	32.05	31.58	0.47	9.54	10.81	1.28
7r80	protenix_v2	msa	ranked_4	OK	32.48	17.50	14.97	28.27	11.89	16.38
7rk7	protenix_v2	msa	ranked_4	OK	71.48	80.75	9.27	8.84	16.46	7.62
7rm4	protenix_v2	msa	ranked_4	OK	55.10	35.33	19.77	13.49	18.89	5.39
7rrg	protenix_v2	msa	ranked_4	OK	14.07	73.79	59.72	142.80	12.05	130.75
7rtr	protenix_v2	msa	ranked_4	OK	43.69	42.24	1.44	5.93	3.53	2.40
7su9	protenix_v2	msa	ranked_4	OK	7.28	13.42	6.15	10.16	9.17	0.99
8cx4	protenix_v2	msa	ranked_4	OK	16.04	20.06	4.02	7.43	8.65	1.22
8d5q	protenix_v2	msa	ranked_4	OK	28.94	31.15	2.22	10.53	9.43	1.09
8dnt	protenix_v2	msa	ranked_4	OK	39.00	31.40	7.60	12.40	3.64	8.76
8en8	protenix_v2	msa	ranked_4	OK	42.29	41.37	0.93	24.02	21.57	2.46
8enh	protenix_v2	msa	ranked_4	OK	39.43	37.82	1.61	20.68	19.96	0.72
8eo8	protenix_v2	msa	ranked_4	OK	39.68	38.49	1.19	21.12	21.40	0.28
8f5a	protenix_v2	msa	ranked_4	OK	42.23	49.88	7.64	8.08	6.53	1.56
8gom	protenix_v2	msa	ranked_4	OK	76.26	39.06	37.20	104.99	15.79	89.20
8gon	protenix_v2	msa	ranked_4	OK	76.10	38.47	37.62	151.82	13.44	138.38
8gvb	protenix_v2	msa	ranked_4	OK	56.85	54.52	2.33	14.79	19.12	4.33
8gvg	protenix_v2	msa	ranked_4	OK	55.65	55.07	0.57	17.76	20.08	2.33
8gvi	protenix_v2	msa	ranked_4	OK	61.48	55.10	6.38	16.06	20.62	4.57
8i5c	protenix_v2	msa	ranked_4	OK	44.80	47.69	2.89	10.54	7.33	3.21
8i5d	protenix_v2	msa	ranked_4	OK	47.26	44.46	2.80	7.58	11.72	4.14
8qfy	protenix_v2	msa	ranked_4	OK	81.93	78.46	3.47	17.71	18.22	0.51
8shi	protenix_v2	msa	ranked_4	OK	27.78	20.26	7.52	3.13	18.76	15.62
8wte	protenix_v2	msa	ranked_4	OK	44.18	64.06	19.88	13.47	4.45	9.01
8wul	protenix_v2	msa	ranked_4	OK	170.18	64.44	105.75	154.38	2.45	151.93
6zkw	protenix_v2	msa+tmpl	ranked_0	OK	48.34	57.14	8.80	18.35	18.99	0.64
6zkx	protenix_v2	msa+tmpl	ranked_0	OK	56.06	54.69	1.37	13.74	13.69	0.06
6zky	protenix_v2	msa+tmpl	ranked_0	OK	58.97	56.78	2.19	13.13	18.99	5.86
6zkz	protenix_v2	msa+tmpl	ranked_0	OK	52.94	56.52	3.57	14.85	18.02	3.18
7dzm	protenix_v2	msa+tmpl	ranked_0	OK	49.00	45.42	3.58	10.71	10.35	0.36
7dzn	protenix_v2	msa+tmpl	ranked_0	OK	154.34	44.85	109.49	1.99	10.90	8.91
7l1d	protenix_v2	msa+tmpl	ranked_0	OK	98.52	47.41	51.11	141.38	3.49	137.89
7n2n	protenix_v2	msa+tmpl	ranked_0	OK	10.27	20.52	10.25	10.29	5.13	5.16
7n2o	protenix_v2	msa+tmpl	ranked_0	OK	14.87	20.11	5.25	3.61	12.74	9.14
7n2p	protenix_v2	msa+tmpl	ranked_0	OK	29.03	21.92	7.11	5.79	9.18	3.39
7n2q	protenix_v2	msa+tmpl	ranked_0	OK	28.50	21.13	7.37	6.30	9.24	2.94
7n2r	protenix_v2	msa+tmpl	ranked_0	OK	144.97	21.24	123.74	5.34	8.70	3.36
7n2s	protenix_v2	msa+tmpl	ranked_0	OK	54.84	21.39	33.44	10.77	5.07	5.69
7n4k	protenix_v2	msa+tmpl	ranked_0	OK	44.80	41.23	3.57	19.63	16.00	3.62
7n5c	protenix_v2	msa+tmpl	ranked_0	OK	33.37	43.40	10.03	16.66	18.17	1.51
7n5p	protenix_v2	msa+tmpl	ranked_0	OK	49.43	41.20	8.23	18.42	16.18	2.24
7na5	protenix_v2	msa+tmpl	ranked_0	OK	52.37	58.96	6.59	5.87	14.97	9.10
7ndq	protenix_v2	msa+tmpl	ranked_0	OK	92.98	76.89	16.09	32.20	19.03	13.17
7ndt	protenix_v2	msa+tmpl	ranked_0	OK	28.33	33.86	5.53	6.27	7.29	1.02
7ndu	protenix_v2	msa+tmpl	ranked_0	OK	77.76	76.62	1.14	22.61	20.08	2.54
7nme	protenix_v2	msa+tmpl	ranked_0	OK	48.96	35.91	13.05	1.42	8.79	7.37
7nmf	protenix_v2	msa+tmpl	ranked_0	OK	49.09	35.95	13.14	1.07	8.90	7.83
7nmg	protenix_v2	msa+tmpl	ranked_0	OK	46.84	34.94	11.90	3.30	7.72	4.42
7ow5	protenix_v2	msa+tmpl	ranked_0	OK	45.37	46.04	0.67	4.78	8.56	3.78
7ow6	protenix_v2	msa+tmpl	ranked_0	OK	47.77	48.16	0.39	8.46	8.38	0.09
7pb2	protenix_v2	msa+tmpl	ranked_0	OK	93.98	41.61	52.37	77.07	9.07	68.00
7pbe	protenix_v2	msa+tmpl	ranked_0	OK	56.77	51.66	5.11	0.56	2.25	1.69
7phr	protenix_v2	msa+tmpl	ranked_0	OK	37.10	42.98	5.88	6.32	5.35	0.96
7q99	protenix_v2	msa+tmpl	ranked_0	OK	47.72	45.58	2.13	4.02	7.05	3.03
7q9a	protenix_v2	msa+tmpl	ranked_0	OK	47.42	47.58	0.16	4.16	9.68	5.52
7q9b	protenix_v2	msa+tmpl	ranked_0	OK	30.77	46.49	15.72	1.41	8.38	6.97
7qpj	protenix_v2	msa+tmpl	ranked_0	OK	30.75	31.58	0.83	10.52	10.81	0.30
7r80	protenix_v2	msa+tmpl	ranked_0	OK	27.99	17.50	10.49	24.69	11.89	12.80
7rk7	protenix_v2	msa+tmpl	ranked_0	OK	78.28	80.75	2.47	9.89	16.46	6.58
7rm4	protenix_v2	msa+tmpl	ranked_0	OK	19.86	35.33	15.47	161.34	18.89	142.46
7rrg	protenix_v2	msa+tmpl	ranked_0	OK	51.37	73.79	22.42	157.84	12.05	145.79
7rtr	protenix_v2	msa+tmpl	ranked_0	OK	67.13	42.24	24.88	6.90	3.53	3.37
7su9	protenix_v2	msa+tmpl	ranked_0	OK	17.31	13.42	3.89	17.63	9.17	8.46
8cx4	protenix_v2	msa+tmpl	ranked_0	OK	20.17	20.06	0.11	5.14	8.65	3.51
8d5q	protenix_v2	msa+tmpl	ranked_0	OK	27.61	31.15	3.54	9.65	9.43	0.22
8dnt	protenix_v2	msa+tmpl	ranked_0	OK	35.20	31.40	3.80	6.52	3.64	2.88
8en8	protenix_v2	msa+tmpl	ranked_0	OK	41.86	41.37	0.49	24.45	21.57	2.88
8enh	protenix_v2	msa+tmpl	ranked_0	OK	40.27	37.82	2.45	25.72	19.96	5.77
8eo8	protenix_v2	msa+tmpl	ranked_0	OK	40.31	38.49	1.82	23.04	21.40	1.64
8f5a	protenix_v2	msa+tmpl	ranked_0	OK	34.16	49.88	15.72	10.37	6.53	3.85
8gom	protenix_v2	msa+tmpl	ranked_0	OK	39.46	39.06	0.39	19.37	15.79	3.58
8gon	protenix_v2	msa+tmpl	ranked_0	OK	148.58	38.47	110.11	6.30	13.44	7.14
8gvb	protenix_v2	msa+tmpl	ranked_0	OK	54.72	54.52	0.20	18.72	19.12	0.40
8gvg	protenix_v2	msa+tmpl	ranked_0	OK	56.94	55.07	1.87	19.04	20.08	1.05
8gvi	protenix_v2	msa+tmpl	ranked_0	OK	59.51	55.10	4.41	17.12	20.62	3.50
8i5c	protenix_v2	msa+tmpl	ranked_0	OK	47.16	47.69	0.53	8.50	7.33	1.17
8i5d	protenix_v2	msa+tmpl	ranked_0	OK	48.29	44.46	3.83	6.13	11.72	5.59
8qfy	protenix_v2	msa+tmpl	ranked_0	OK	82.35	78.46	3.89	18.81	18.22	0.59
8shi	protenix_v2	msa+tmpl	ranked_0	OK	31.51	20.26	11.25	1.16	18.76	17.59
8wte	protenix_v2	msa+tmpl	ranked_0	OK	36.64	64.06	27.42	10.95	4.45	6.50
8wul	protenix_v2	msa+tmpl	ranked_0	OK	20.74	64.44	43.69	20.33	2.45	17.87
6zkw	protenix_v2	msa+tmpl	ranked_1	OK	51.41	57.14	5.74	17.13	18.99	1.86
6zkx	protenix_v2	msa+tmpl	ranked_1	OK	52.90	54.69	1.79	14.24	13.69	0.56
6zky	protenix_v2	msa+tmpl	ranked_1	OK	57.99	56.78	1.21	13.43	18.99	5.56
6zkz	protenix_v2	msa+tmpl	ranked_1	OK	50.82	56.52	5.70	12.90	18.02	5.12
7dzm	protenix_v2	msa+tmpl	ranked_1	OK	48.31	45.42	2.89	10.57	10.35	0.22
